Nacional;Comunidades y Ciudades Autónomas;Causa de muerte (capítulos de la 10ª revisión de la CIE);Tipo de indicador;Sexo;Total
Total Nacional;12 Galicia;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº de APVP;Hombres;335,00
Total Nacional;12 Galicia;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº de APVP;Mujeres;285,00
Total Nacional;12 Galicia;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Distribución por capítulos de la CIE;Hombres;0,37
Total Nacional;12 Galicia;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Distribución por capítulos de la CIE;Mujeres;0,64
Total Nacional;12 Galicia;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Tasa estandarizada de APVP (tanto por cien mil);Hombres;23,23
Total Nacional;12 Galicia;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;19,31
Total Nacional;12 Galicia;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº medio de APVP;Hombres;12,88
Total Nacional;12 Galicia;Enfermedades del sistema osteomuscular y del tejido conjuntivo;Nº medio de APVP;Mujeres;12,95
Total Nacional;12 Galicia;Enfermedades del sistema genitourinario;Nº de APVP;Hombres;967,50
Total Nacional;12 Galicia;Enfermedades del sistema genitourinario;Nº de APVP;Mujeres;477,50
Total Nacional;12 Galicia;Enfermedades del sistema genitourinario;Distribución por capítulos de la CIE;Hombres;1,08
Total Nacional;12 Galicia;Enfermedades del sistema genitourinario;Distribución por capítulos de la CIE;Mujeres;1,07
Total Nacional;12 Galicia;Enfermedades del sistema genitourinario;Tasa estandarizada de APVP (tanto por cien mil);Hombres;67,45
Total Nacional;12 Galicia;Enfermedades del sistema genitourinario;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;28,87
Total Nacional;12 Galicia;Enfermedades del sistema genitourinario;Nº medio de APVP;Hombres;8,13
Total Nacional;12 Galicia;Enfermedades del sistema genitourinario;Nº medio de APVP;Mujeres;6,20
Total Nacional;12 Galicia;Embarazo, parto y puerperio;Nº de APVP;Hombres;..
Total Nacional;12 Galicia;Embarazo, parto y puerperio;Nº de APVP;Mujeres;..
Total Nacional;12 Galicia;Embarazo, parto y puerperio;Distribución por capítulos de la CIE;Hombres;..
Total Nacional;12 Galicia;Embarazo, parto y puerperio;Distribución por capítulos de la CIE;Mujeres;..
Total Nacional;12 Galicia;Embarazo, parto y puerperio;Tasa estandarizada de APVP (tanto por cien mil);Hombres;..
Total Nacional;12 Galicia;Embarazo, parto y puerperio;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;..
Total Nacional;12 Galicia;Embarazo, parto y puerperio;Nº medio de APVP;Hombres;..
Total Nacional;12 Galicia;Embarazo, parto y puerperio;Nº medio de APVP;Mujeres;..
Total Nacional;12 Galicia;Afecciones originadas en el periodo perinatal;Nº de APVP;Hombres;..
Total Nacional;12 Galicia;Afecciones originadas en el periodo perinatal;Nº de APVP;Mujeres;27,50
Total Nacional;12 Galicia;Afecciones originadas en el periodo perinatal;Distribución por capítulos de la CIE;Hombres;..
Total Nacional;12 Galicia;Afecciones originadas en el periodo perinatal;Distribución por capítulos de la CIE;Mujeres;0,06
Total Nacional;12 Galicia;Afecciones originadas en el periodo perinatal;Tasa estandarizada de APVP (tanto por cien mil);Hombres;..
Total Nacional;12 Galicia;Afecciones originadas en el periodo perinatal;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;1,84
Total Nacional;12 Galicia;Afecciones originadas en el periodo perinatal;Nº medio de APVP;Hombres;..
Total Nacional;12 Galicia;Afecciones originadas en el periodo perinatal;Nº medio de APVP;Mujeres;27,50
Total Nacional;12 Galicia;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº de APVP;Hombres;397,50
Total Nacional;12 Galicia;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº de APVP;Mujeres;430,00
Total Nacional;12 Galicia;Malformaciones congénitas, deformidades y anomalías cromosómicas;Distribución por capítulos de la CIE;Hombres;0,44
Total Nacional;12 Galicia;Malformaciones congénitas, deformidades y anomalías cromosómicas;Distribución por capítulos de la CIE;Mujeres;0,96
Total Nacional;12 Galicia;Malformaciones congénitas, deformidades y anomalías cromosómicas;Tasa estandarizada de APVP (tanto por cien mil);Hombres;28,17
Total Nacional;12 Galicia;Malformaciones congénitas, deformidades y anomalías cromosómicas;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;38,84
Total Nacional;12 Galicia;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº medio de APVP;Hombres;18,93
Total Nacional;12 Galicia;Malformaciones congénitas, deformidades y anomalías cromosómicas;Nº medio de APVP;Mujeres;30,71
Total Nacional;12 Galicia;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº de APVP;Hombres;1.515,00
Total Nacional;12 Galicia;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº de APVP;Mujeres;567,50
Total Nacional;12 Galicia;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Distribución por capítulos de la CIE;Hombres;1,68
Total Nacional;12 Galicia;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Distribución por capítulos de la CIE;Mujeres;1,27
Total Nacional;12 Galicia;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Tasa estandarizada de APVP (tanto por cien mil);Hombres;115,85
Total Nacional;12 Galicia;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;39,25
Total Nacional;12 Galicia;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº medio de APVP;Hombres;22,28
Total Nacional;12 Galicia;Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Nº medio de APVP;Mujeres;18,31
Total Nacional;12 Galicia;Causas externas de mortalidad;Nº de APVP;Hombres;13.867,00
Total Nacional;12 Galicia;Causas externas de mortalidad;Nº de APVP;Mujeres;4.410,00
Total Nacional;12 Galicia;Causas externas de mortalidad;Distribución por capítulos de la CIE;Hombres;15,41
Total Nacional;12 Galicia;Causas externas de mortalidad;Distribución por capítulos de la CIE;Mujeres;9,87
Total Nacional;12 Galicia;Causas externas de mortalidad;Tasa estandarizada de APVP (tanto por cien mil);Hombres;1.111,40
Total Nacional;12 Galicia;Causas externas de mortalidad;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;327,48
Total Nacional;12 Galicia;Causas externas de mortalidad;Nº medio de APVP;Hombres;24,81
Total Nacional;12 Galicia;Causas externas de mortalidad;Nº medio de APVP;Mujeres;21,20
Total Nacional;13 Madrid, Comunidad de;Enfermedades infecciosas y parasitarias;Nº de APVP;Hombres;3.910,00
Total Nacional;13 Madrid, Comunidad de;Enfermedades infecciosas y parasitarias;Nº de APVP;Mujeres;2.286,50
Total Nacional;13 Madrid, Comunidad de;Enfermedades infecciosas y parasitarias;Distribución por capítulos de la CIE;Hombres;2,57
Total Nacional;13 Madrid, Comunidad de;Enfermedades infecciosas y parasitarias;Distribución por capítulos de la CIE;Mujeres;2,49
Total Nacional;13 Madrid, Comunidad de;Enfermedades infecciosas y parasitarias;Tasa estandarizada de APVP (tanto por cien mil);Hombres;124,67
Total Nacional;13 Madrid, Comunidad de;Enfermedades infecciosas y parasitarias;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;65,78
Total Nacional;13 Madrid, Comunidad de;Enfermedades infecciosas y parasitarias;Nº medio de APVP;Hombres;13,48
Total Nacional;13 Madrid, Comunidad de;Enfermedades infecciosas y parasitarias;Nº medio de APVP;Mujeres;12,63
Total Nacional;13 Madrid, Comunidad de;Tumores;Nº de APVP;Hombres;57.286,00
Total Nacional;13 Madrid, Comunidad de;Tumores;Nº de APVP;Mujeres;47.253,50
Total Nacional;13 Madrid, Comunidad de;Tumores;Distribución por capítulos de la CIE;Hombres;37,64
Total Nacional;13 Madrid, Comunidad de;Tumores;Distribución por capítulos de la CIE;Mujeres;51,55
Total Nacional;13 Madrid, Comunidad de;Tumores;Tasa estandarizada de APVP (tanto por cien mil);Hombres;1.862,61
Total Nacional;13 Madrid, Comunidad de;Tumores;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;1.318,17
Total Nacional;13 Madrid, Comunidad de;Tumores;Nº medio de APVP;Hombres;12,33
Total Nacional;13 Madrid, Comunidad de;Tumores;Nº medio de APVP;Mujeres;14,16
Total Nacional;13 Madrid, Comunidad de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº de APVP;Hombres;630,00
Total Nacional;13 Madrid, Comunidad de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº de APVP;Mujeres;487,50
Total Nacional;13 Madrid, Comunidad de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Distribución por capítulos de la CIE;Hombres;0,41
Total Nacional;13 Madrid, Comunidad de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Distribución por capítulos de la CIE;Mujeres;0,53
Total Nacional;13 Madrid, Comunidad de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Tasa estandarizada de APVP (tanto por cien mil);Hombres;19,82
Total Nacional;13 Madrid, Comunidad de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;13,81
Total Nacional;13 Madrid, Comunidad de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº medio de APVP;Hombres;15,75
Total Nacional;13 Madrid, Comunidad de;Enfermedades sangre y de órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Nº medio de APVP;Mujeres;13,18
Total Nacional;13 Madrid, Comunidad de;Enfermedades endocrinas, nutricionales y metabólicas;Nº de APVP;Hombres;2.027,00
Total Nacional;13 Madrid, Comunidad de;Enfermedades endocrinas, nutricionales y metabólicas;Nº de APVP;Mujeres;1.305,00
Total Nacional;13 Madrid, Comunidad de;Enfermedades endocrinas, nutricionales y metabólicas;Distribución por capítulos de la CIE;Hombres;1,33
Total Nacional;13 Madrid, Comunidad de;Enfermedades endocrinas, nutricionales y metabólicas;Distribución por capítulos de la CIE;Mujeres;1,42
Total Nacional;13 Madrid, Comunidad de;Enfermedades endocrinas, nutricionales y metabólicas;Tasa estandarizada de APVP (tanto por cien mil);Hombres;67,27
Total Nacional;13 Madrid, Comunidad de;Enfermedades endocrinas, nutricionales y metabólicas;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;36,50
Total Nacional;13 Madrid, Comunidad de;Enfermedades endocrinas, nutricionales y metabólicas;Nº medio de APVP;Hombres;12,14
Total Nacional;13 Madrid, Comunidad de;Enfermedades endocrinas, nutricionales y metabólicas;Nº medio de APVP;Mujeres;10,36
Total Nacional;13 Madrid, Comunidad de;Trastornos mentales y del comportamiento;Nº de APVP;Hombres;1.192,50
Total Nacional;13 Madrid, Comunidad de;Trastornos mentales y del comportamiento;Nº de APVP;Mujeres;792,50
Total Nacional;13 Madrid, Comunidad de;Trastornos mentales y del comportamiento;Distribución por capítulos de la CIE;Hombres;0,78
Total Nacional;13 Madrid, Comunidad de;Trastornos mentales y del comportamiento;Distribución por capítulos de la CIE;Mujeres;0,86
Total Nacional;13 Madrid, Comunidad de;Trastornos mentales y del comportamiento;Tasa estandarizada de APVP (tanto por cien mil);Hombres;40,36
Total Nacional;13 Madrid, Comunidad de;Trastornos mentales y del comportamiento;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;23,26
Total Nacional;13 Madrid, Comunidad de;Trastornos mentales y del comportamiento;Nº medio de APVP;Hombres;8,70
Total Nacional;13 Madrid, Comunidad de;Trastornos mentales y del comportamiento;Nº medio de APVP;Mujeres;5,70
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº de APVP;Hombres;6.391,00
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº de APVP;Mujeres;4.657,00
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Distribución por capítulos de la CIE;Hombres;4,20
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Distribución por capítulos de la CIE;Mujeres;5,08
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Tasa estandarizada de APVP (tanto por cien mil);Hombres;205,89
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;133,61
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº medio de APVP;Hombres;13,57
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema nervioso y de los órganos de los sentidos;Nº medio de APVP;Mujeres;11,97
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema circulatorio;Nº de APVP;Hombres;34.426,00
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema circulatorio;Nº de APVP;Mujeres;13.477,50
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema circulatorio;Distribución por capítulos de la CIE;Hombres;22,62
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema circulatorio;Distribución por capítulos de la CIE;Mujeres;14,70
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema circulatorio;Tasa estandarizada de APVP (tanto por cien mil);Hombres;1.081,80
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema circulatorio;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;378,80
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema circulatorio;Nº medio de APVP;Hombres;14,02
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema circulatorio;Nº medio de APVP;Mujeres;11,22
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema respiratorio;Nº de APVP;Hombres;11.065,00
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema respiratorio;Nº de APVP;Mujeres;6.372,50
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema respiratorio;Distribución por capítulos de la CIE;Hombres;7,27
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema respiratorio;Distribución por capítulos de la CIE;Mujeres;6,95
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema respiratorio;Tasa estandarizada de APVP (tanto por cien mil);Hombres;368,43
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema respiratorio;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;179,52
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema respiratorio;Nº medio de APVP;Hombres;9,83
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema respiratorio;Nº medio de APVP;Mujeres;10,07
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema digestivo;Nº de APVP;Hombres;9.374,00
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema digestivo;Nº de APVP;Mujeres;3.702,50
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema digestivo;Distribución por capítulos de la CIE;Hombres;6,16
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema digestivo;Distribución por capítulos de la CIE;Mujeres;4,04
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema digestivo;Tasa estandarizada de APVP (tanto por cien mil);Hombres;295,86
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema digestivo;Tasa estandarizada de APVP (tanto por cien mil);Mujeres;104,29
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema digestivo;Nº medio de APVP;Hombres;14,16
Total Nacional;13 Madrid, Comunidad de;Enfermedades del sistema digestivo;Nº medio de APVP;Mujeres;10,79
Total Nacional;13 Madrid, Comunidad de;Enfermedades de la piel y del tejido subcutáneo;Nº de APVP;Hombres;257,50
Total Nacional;13 Madrid, Comunidad de;Enfermedades de la piel y del tejido subcutáneo;Nº de APVP;Mujeres;157,50
Total Nacional;13 Madrid, Comunidad de;Enfermedades de la piel y del tejido subcutáneo;Distribución por capítulos de la CIE;Hombres;0,17
